Role,Index,Pose Index,Visible,Activity Miner Focus,Fav,Structure,Title,Radial Plot,Ref,Protein,MW,#Atoms,SlogP,TPSA,Flexibility,#RB,Rof5,Filename,Tags,Confs,Conf Energy,Poses,Notes,Activity (Primary),LE (Primary),LipE (Primary),LF Rank Score,LF dG,LF VSscore,LF LE,IDNUMBER,Chemical_Name,CAS,PriceCoeff,Description,FSP3,clogP,H-acceptors,H-donors,RotBonds,HAC,Collection,PPDS,LCTNUMBER
LC_Fsp3-enriched_Screening_Compound_Library,17242,1,FALSE,,FALSE,O=C1N=C(SCC(=O)Nc2cccc(c2)C)C=3CCCC3N1CC[NH+]4CCOCC4,F2685-0034_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,429.6,30,3.3,75.4,7.2,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.888,-9.998,-10.799,-0.333,F2685-0034,"N-(3-methylphenyl)-2-({1-[2-(morpholin-4-yl)ethyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",951528-80-6,1,solid,0.5,1.92,4,2,7,30,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17248,1,FALSE,,FALSE,O=C1N=C(SCC(=O)Nc2ccc(cc2)C)C=3CCCC3N1CC[NH+]4CCOCC4,F2685-0045_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,429.6,30,3.3,75.4,7.2,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.608,-9.677,-10.391,-0.323,F2685-0045,"N-(4-methylphenyl)-2-({1-[2-(morpholin-4-yl)ethyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",946372-52-7,1,solid,0.5,1.92,4,2,7,30,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17251,1,FALSE,,FALSE,Clc1ccccc1NC(=O)CSC=2C=3CCCC3N(CC[NH+]4CCOCC4)C(=O)N2,F2685-0055_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,450,30,3.6,75.4,7.2,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-10.189,-10.551,-11.002,-0.352,F2685-0055,"N-(2-chlorophenyl)-2-({1-[2-(morpholin-4-yl)ethyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",946270-01-5,1,solid,0.48,1.54,4,2,7,30,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17254,1,FALSE,,FALSE,O=C(Nc1cccc(c1C)C)CSC=2C=3CCCC3N(CC[NH+]4CCOCC4)C(=O)N2,F2685-0056_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,443.6,31,3.6,75.4,7.2,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.217,-10.061,-10.689,-0.325,F2685-0056,"N-(2,3-dimethylphenyl)-2-({1-[2-(morpholin-4-yl)ethyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",946372-55-0,1,solid,0.52,1.72,4,2,7,31,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17257,1,FALSE,,FALSE,Fc1cc(NC(=O)CSC=2C=3CCCC3N(CC[NH+]4CCOCC4)C(=O)N2)ccc1C,F2685-0057_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,447.5,31,3.7,75.4,7.2,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.664,-9.848,-11.195,-0.318,F2685-0057,"N-(3-fluoro-4-methylphenyl)-2-({1-[2-(morpholin-4-yl)ethyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",946324-69-2,1,solid,0.5,2.32,4,2,7,31,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17260,1,FALSE,,FALSE,O=C1N=C(SCC(=O)Nc2cc(cc(c2)C)C)C=3CCCC3N1CC[NH+]4CCOCC4,F2685-0067_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,443.6,31,3.6,75.4,7.2,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-10.209,-10.268,-11.116,-0.331,F2685-0067,"N-(3,5-dimethylphenyl)-2-({1-[2-(morpholin-4-yl)ethyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",946218-14-0,1,solid,0.52,2.42,4,2,7,31,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17263,1,FALSE,,FALSE,O=C(Nc1ccccc1)CSC=2C=3CCCC3N(CCC[NH+]4CCOCC4)C(=O)N2,F2685-0081_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,429.6,30,3.4,75.4,8.2,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.243,-9.485,-10.308,-0.316,F2685-0081,"2-({1-[3-(morpholin-4-yl)propyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)-N-phenylacetamide",898444-81-0,1,solid,0.5,1.69,4,2,8,30,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17266,1,FALSE,,FALSE,Fc1ccccc1NC(=O)CSC=2C=3CCCC3N(CCC[NH+]4CCOCC4)C(=O)N2,F2685-0091_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,447.5,31,3.8,75.4,8.2,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.901,-9.475,-10.565,-0.306,F2685-0091,"N-(2-fluorophenyl)-2-({1-[3-(morpholin-4-yl)propyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",898444-90-1,1,solid,0.5,1.49,4,2,8,31,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17271,1,FALSE,,FALSE,Fc1ccc(NC(=O)CSC=2C=3CCCC3N(CCC[NH+]4CCOCC4)C(=O)N2)cc1,F2685-0093_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,447.5,31,3.8,75.4,8.2,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.391,-9.741,-10.674,-0.314,F2685-0093,"N-(4-fluorophenyl)-2-({1-[3-(morpholin-4-yl)propyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",898444-92-3,1,solid,0.5,2.09,4,2,8,31,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17274,1,FALSE,,FALSE,O=C1N=C(SCC(=O)Nc2cccc(c2)C)C=3CCCC3N1CCC[NH+]4CCOCC4,F2685-0103_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,443.6,31,3.7,75.4,8.2,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.927,-9.786,-10.577,-0.316,F2685-0103,"N-(3-methylphenyl)-2-({1-[3-(morpholin-4-yl)propyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",898444-98-9,1,solid,0.52,2.19,4,2,8,31,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17277,1,FALSE,,FALSE,O=C1N=C(SCC(=O)Nc2ccc(cc2)C)C=3CCCC3N1CCC[NH+]4CCOCC4,F2685-0114_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,443.6,31,3.7,75.4,8.2,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-10.157,-10.094,-10.936,-0.326,F2685-0114,"N-(4-methylphenyl)-2-({1-[3-(morpholin-4-yl)propyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",898451-25-7,1,solid,0.52,2.19,4,2,8,31,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17280,1,FALSE,,FALSE,Fc1cccc(NC(=O)CSC=2C=3CCCC3N(CCC[NH+]4CCOCC4)C(=O)N2)c1,F2685-0115_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,447.5,31,3.8,75.4,8.2,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.233,-9.58,-10.84,-0.309,F2685-0115,"N-(3-fluorophenyl)-2-({1-[3-(morpholin-4-yl)propyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",898445-06-2,1,solid,0.5,2.09,4,2,8,31,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17285,1,FALSE,,FALSE,O=C(Nc1ccc2c(OCCO2)c1)CSC=3C=4CCCC4N(CC[NH+](C)C)C(=O)N3,F2685-0157_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,431.5,30,3,84.7,6.7,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-10.148,-9.978,-10.498,-0.333,F2685-0157,"N-(2,3-dihydro-1,4-benzodioxin-6-yl)-2-({1-[2-(dimethylamino)ethyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",898445-32-4,1,solid,0.48,1.76,5,2,7,30,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17294,1,FALSE,,FALSE,O=C1N=C(SCC(=O)Nc2ccc(C(C)C)cc2)C=3CCCC3N1CC[NH+](C)C,F2685-0189_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,415.6,29,4.3,66.2,7.3,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.296,-9.813,-10.431,-0.338,F2685-0189,"2-({1-[2-(dimethylamino)ethyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)-N-[4-(propan-2-yl)phenyl]acetamide",898451-59-7,1,solid,0.5,3.17,3,2,8,29,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17300,1,FALSE,,FALSE,O=C1N=C(SCC(=O)Nc2cc(cc(c2)C)C)C=3CCCC3N1CC[NH+](C)C,F2685-0205_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,401.5,28,3.8,66.2,6.3,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.756,-10.198,-10.729,-0.364,F2685-0205,"2-({1-[2-(dimethylamino)ethyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)-N-(3,5-dimethylphenyl)acetamide",932961-54-1,1,solid,0.48,2.74,3,2,7,28,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17307,1,FALSE,,FALSE,Clc1cc(NC(=O)CSC=2C=3CCCC3N(CCC[NH+](C)C)C(=O)N2)ccc1C,F2685-0280_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,436,29,4.6,66.2,7.3,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-10.186,-10.746,-11.218,-0.371,F2685-0280,"N-(3-chloro-4-methylphenyl)-2-({1-[3-(dimethylamino)propyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",898434-18-9,1,solid,0.48,3.3,3,2,8,29,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17310,1,FALSE,,FALSE,O=C(Nc1ccc2c(OCO2)c1)CSC=3C=4CCCC4N(CCC[NH+](C)C)C(=O)N3,F2685-0294_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,431.5,30,3.3,84.7,7.3,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.648,-10.054,-10.669,-0.335,F2685-0294,"N-(2H-1,3-benzodioxol-5-yl)-2-({1-[3-(dimethylamino)propyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",898459-92-2,1,solid,0.48,1.89,5,2,8,30,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17318,1,FALSE,,FALSE,O=C1N=C(SCC(=O)Nc2cccc(c2)C)C=3CCCC3N1CCC[NH+](C)C,F2685-0310_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,401.5,28,3.9,66.2,7.3,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-10.023,-9.96,-10.521,-0.356,F2685-0310,"2-({1-[3-(dimethylamino)propyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)-N-(3-methylphenyl)acetamide",898434-37-2,1,solid,0.48,2.33,3,2,8,28,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17321,1,FALSE,,FALSE,O=C1N=C(SCC(=O)Nc2nccs2)C=3CCCC3N1CCC[NH+](C)C,F2685-0313_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,394.5,26,3,79.1,7.3,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.667,-10.295,-10.734,-0.396,F2685-0313,"2-({1-[3-(dimethylamino)propyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)-N-(1,3-thiazol-2-yl)acetamide",898434-39-4,1,solid,0.53,1.07,4,2,8,26,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17324,1,FALSE,,FALSE,O=C1N=C(SCC(=O)Nc2nc(cs2)C)C=3CCCC3N1CCC[NH+](C)C,F2685-0314_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,408.6,27,3.3,79.1,7.3,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.609,-10.042,-10.346,-0.372,F2685-0314,"2-({1-[3-(dimethylamino)propyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)-N-(4-methyl-1,3-thiazol-2-yl)acetamide",898460-05-4,1,solid,0.56,1.56,4,2,8,27,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17329,1,FALSE,,FALSE,Clc1cccc(NC(=O)CSC=2C=3CCCC3N(CCC[NH+](C)C)C(=O)N2)c1C,F2685-0330_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,436,29,4.6,66.2,7.3,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.372,-10.232,-10.747,-0.353,F2685-0330,"N-(3-chloro-2-methylphenyl)-2-({1-[3-(dimethylamino)propyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",898460-13-4,1,solid,0.48,2.65,3,2,8,29,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17332,1,FALSE,,FALSE,O=C(Nc1cccc(c1C)C)CSC=2C=3CCCC3N(CCC[NH+](C)C)C(=O)N2,F2685-0332_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,415.6,29,4.2,66.2,7.3,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.7,-10.201,-10.837,-0.352,F2685-0332,"2-({1-[3-(dimethylamino)propyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)-N-(2,3-dimethylphenyl)acetamide",933231-03-9,1,solid,0.5,2.13,3,2,8,29,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17335,1,FALSE,,FALSE,Fc1cc(NC(=O)CSC=2C=3CCCC3N(CCC[NH+](C)C)C(=O)N2)ccc1C,F2685-0333_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,419.5,29,4.3,66.2,7.3,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.46,-9.679,-10.618,-0.334,F2685-0333,"2-({1-[3-(dimethylamino)propyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)-N-(3-fluoro-4-methylphenyl)acetamide",946324-89-6,1,solid,0.48,2.73,3,2,8,29,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17338,1,FALSE,,FALSE,O=C1N=C(SCC(=O)Nc2cc(cc(c2)C)C)C=3CCCC3N1CCC[NH+](C)C,F2685-0343_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,415.6,29,4.2,66.2,7.3,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.489,-9.928,-10.527,-0.342,F2685-0343,"2-({1-[3-(dimethylamino)propyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)-N-(3,5-dimethylphenyl)acetamide",898460-19-0,1,solid,0.5,2.83,3,2,8,29,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17341,1,FALSE,,FALSE,O=C(Nc1c(C)ccc(c1)C)CSC=2C=3CCCC3N(CCC[NH+](C)C)C(=O)N2,F2685-0344_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,415.6,29,4.2,66.2,7.3,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.906,-10.169,-10.934,-0.351,F2685-0344,"2-({1-[3-(dimethylamino)propyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)-N-(2,5-dimethylphenyl)acetamide",898434-53-2,1,solid,0.5,2.18,3,2,8,29,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,17349,1,FALSE,,FALSE,Fc1ccccc1NC(=O)CSC=2C=3CCCCC3N(CC[NH+]4CCOCC4)C(=O)N2,F2686-0022_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,447.5,31,3.8,75.4,7.7,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.424,-10.228,-10.993,-0.33,F2686-0022,"N-(2-fluorophenyl)-2-({1-[2-(morpholin-4-yl)ethyl]-2-oxo-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)acetamide",898460-92-9,1,solid,0.5,1.78,4,2,7,31,General,,LCT00829
LC_Fsp3-enriched_Screening_Compound_Library,17352,1,FALSE,,FALSE,Fc1ccc(NC(=O)CSC=2C=3CCCCC3N(CC[NH+]4CCOCC4)C(=O)N2)cc1,F2686-0024_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,447.5,31,3.8,75.4,7.7,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.998,-9.845,-10.714,-0.318,F2686-0024,"N-(4-fluorophenyl)-2-({1-[2-(morpholin-4-yl)ethyl]-2-oxo-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)acetamide",898460-94-1,1,solid,0.5,2.38,4,2,7,31,General,,LCT00829
LC_Fsp3-enriched_Screening_Compound_Library,17355,1,FALSE,,FALSE,O=C(NCc1ccccc1)CSC=2C=3CCCCC3N(CC[NH+]4CCOCC4)C(=O)N2,F2686-0032_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,443.6,31,3,75.4,9.4,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-10.152,-10.328,-10.847,-0.333,F2686-0032,"N-benzyl-2-({1-[2-(morpholin-4-yl)ethyl]-2-oxo-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)acetamide",898435-26-2,1,solid,0.52,1.88,4,2,8,31,General,,LCT00829
LC_Fsp3-enriched_Screening_Compound_Library,17358,1,FALSE,,FALSE,O=C(Nc1cccc(c1)C)CSC=2C=3CCCCC3N(CC[NH+]4CCOCC4)C(=O)N2,F2686-0034_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,443.6,31,3.7,75.4,7.7,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.72,-10.137,-10.909,-0.327,F2686-0034,"N-(3-methylphenyl)-2-({1-[2-(morpholin-4-yl)ethyl]-2-oxo-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)acetamide",898461-00-2,1,solid,0.52,2.48,4,2,7,31,General,,LCT00829
LC_Fsp3-enriched_Screening_Compound_Library,17364,1,FALSE,,FALSE,O=C(Nc1ccc(cc1)C)CSC=2C=3CCCCC3N(CC[NH+]4CCOCC4)C(=O)N2,F2686-0045_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,443.6,31,3.7,75.4,7.7,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.429,-10.062,-10.801,-0.325,F2686-0045,"N-(4-methylphenyl)-2-({1-[2-(morpholin-4-yl)ethyl]-2-oxo-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)acetamide",898435-38-6,1,solid,0.52,2.48,4,2,7,31,General,,LCT00829
LC_Fsp3-enriched_Screening_Compound_Library,17367,1,FALSE,,FALSE,Fc1cccc(NC(=O)CSC=2C=3CCCCC3N(CC[NH+]4CCOCC4)C(=O)N2)c1,F2686-0046_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,447.5,31,3.8,75.4,7.7,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.939,-9.928,-11.008,-0.32,F2686-0046,"N-(3-fluorophenyl)-2-({1-[2-(morpholin-4-yl)ethyl]-2-oxo-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)acetamide",898461-10-4,1,solid,0.5,2.38,4,2,7,31,General,,LCT00829
LC_Fsp3-enriched_Screening_Compound_Library,17370,1,FALSE,,FALSE,O=C(Nc1ccc(CC)cc1)CSC=2C=3CCCCC3N(CC[NH+](C)C)C(=O)N2,F2686-0140_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,415.6,29,4.1,66.2,7.7,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.85,-9.9,-10.453,-0.341,F2686-0140,"2-({1-[2-(dimethylamino)ethyl]-2-oxo-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)-N-(4-ethylphenyl)acetamide",899949-99-6,1,solid,0.5,3.33,3,2,8,29,General,,LCT00829
LC_Fsp3-enriched_Screening_Compound_Library,17380,1,FALSE,,FALSE,O=C(Nc1cccc(OC)c1)CSC=2C=3CCCCC3N(CC[NH+](C)C)C(=O)N2,F2686-0147_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,417.5,29,3.6,75.4,7.2,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.304,-9.909,-10.67,-0.342,F2686-0147,"2-({1-[2-(dimethylamino)ethyl]-2-oxo-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)-N-(3-methoxyphenyl)acetamide",899950-11-9,1,solid,0.48,2.37,4,2,8,29,General,,LCT00829
LC_Fsp3-enriched_Screening_Compound_Library,17390,1,FALSE,,FALSE,O=C(N1c2ccccc2CC1)CSC=3C=4CCCCC4N(CC[NH+](C)C)C(=O)N3,F2686-0171_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,413.6,29,3.5,57.4,6.7,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.422,-9.864,-10.514,-0.34,F2686-0171,"4-{[2-(2,3-dihydro-1H-indol-1-yl)-2-oxoethyl]sulfanyl}-1-[2-(dimethylamino)ethyl]-1,2,5,6,7,8-hexahydroquinazolin-2-one",899950-41-5,1,solid,0.5,2.63,3,1,7,29,General,,LCT00829
LC_Fsp3-enriched_Screening_Compound_Library,17393,1,FALSE,,FALSE,O=C(Nc1cccc(c1)C)CSC=2C=3CCCCC3N(CC[NH+](C)C)C(=O)N2,F2686-0172_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,401.5,28,3.9,66.2,6.7,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.102,-9.894,-10.55,-0.353,F2686-0172,"2-({1-[2-(dimethylamino)ethyl]-2-oxo-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)-N-(3-methylphenyl)acetamide",899950-43-7,1,solid,0.48,2.8,3,2,7,28,General,,LCT00829
LC_Fsp3-enriched_Screening_Compound_Library,17406,1,FALSE,,FALSE,O=C(Nc1ccc(cc1)C)CSC=2C=3CCCCC3N(CC[NH+](C)C)C(=O)N2,F2686-0183_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,401.5,28,3.9,66.2,6.7,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.962,-9.833,-10.312,-0.351,F2686-0183,"2-({1-[2-(dimethylamino)ethyl]-2-oxo-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)-N-(4-methylphenyl)acetamide",941999-18-4,1,solid,0.48,2.8,3,2,7,28,General,,LCT00829
LC_Fsp3-enriched_Screening_Compound_Library,17413,1,FALSE,,FALSE,O=C(Nc1cc(cc(c1)C)C)CSC=2C=3CCCCC3N(CC[NH+](C)C)C(=O)N2,F2686-0205_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,415.6,29,4.2,66.2,6.7,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.615,-10.326,-10.853,-0.356,F2686-0205,"2-({1-[2-(dimethylamino)ethyl]-2-oxo-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)-N-(3,5-dimethylphenyl)acetamide",941979-66-4,1,solid,0.5,3.3,3,2,7,29,General,,LCT00829
